text,intents
"If I were to lose or have my phone stolen, I would...",lost_or_stolen_phone
My phone is lost or stolen.,lost_or_stolen_phone
"I have lost my phone,",lost_or_stolen_phone
Help! My phone has been lost or stolen!,lost_or_stolen_phone
My phone has been lost or stolen.,lost_or_stolen_phone
My phone was lost or stolen.,lost_or_stolen_phone
My phone has been lost or stolen.,lost_or_stolen_phone
"If my phone is lost or stolen, I would...",lost_or_stolen_phone
"If my phone is lost or stolen, I will...",lost_or_stolen_phone
"If I lost or my phone has been stolen,",lost_or_stolen_phone
"If I have lost or had my phone stolen, I would....",lost_or_stolen_phone
"If I want to report a lost or stolen phone, I should inform the necessary authorities or carrier immediately.",lost_or_stolen_phone
If my phone is lost or stolen...,lost_or_stolen_phone
My phone has been lost or stolen.,lost_or_stolen_phone
If my phone is lost or stolen,lost_or_stolen_phone
"If I want to find a lost or stolen phone, I will say:",lost_or_stolen_phone
If I want to report a lost or stolen phone?,lost_or_stolen_phone
I have lost my phone,lost_or_stolen_phone
If my phone gets lost or stolen..,lost_or_stolen_phone
"My phone has been lost or stolen, and I am looking for assistance in locating or retrieving it.",lost_or_stolen_phone
My phone has been lost or stolen.,lost_or_stolen_phone
My phone has been lost or stolen.,lost_or_stolen_phone
"If my phone is lost or stolen, I would...",lost_or_stolen_phone
My phone has gone missing or been stolen.,lost_or_stolen_phone
"Sometimes we might encounter unfortunate situations where we either lose or have our phones stolen. If such a scenario arises, here's what you can say:",lost_or_stolen_phone
"If I want to report a lost or stolen phone, I will say:",lost_or_stolen_phone
I need to report that my phone has been lost/stolen.,lost_or_stolen_phone
I would like to request a refund.,request_refund
I would like to request a refund for my recent purchase.,request_refund
I would like to request a refund for my purchase.,request_refund
"I would like to request a refund, please.",request_refund
I would like to request a refund.,request_refund
I would like to request a refund for my purchase.,request_refund
I would like to request a refund.,request_refund
"I would like to request a refund, please.",request_refund
I would like to request a refund.,request_refund
I would like to request a refund.,request_refund
Could I please request a refund?,request_refund
"I would like to request a refund, please.",request_refund
"I would like to request a refund, please.",request_refund
I would like to request a refund for my purchase.,request_refund
I would like to request a refund for the [product or service] I purchased.,request_refund
I would like to request a refund for [product/item/service] that I purchased.,request_refund
"I would like to request a refund, please.",request_refund
"To request a refund, I would say:

""Hello, 
I am writing to request a refund for the [product/service]. 
I purchased it",request_refund
I would like to request a refund for [product/service/experience] that I purchased.,request_refund
I would like to request a refund for [product/service].,request_refund
I would like to request a refund please.,request_refund
I would like to request a refund or I would like to return this item for a refund.,request_refund
"Hello, I would like to request a refund please.",request_refund
I would like to request a refund.,request_refund
Can I please request a refund for [product/service] I purchased?,request_refund
"Excuse me, but I would like to request a refund please.",request_refund
I would like to request a refund.,request_refund
I would like to request a refund.,request_refund
"I would like to request a refund, please.",request_refund
I would like to request a refund for the [product/service] I purchased. Can you please assist me in initiating the refund process? Thank you.,request_refund
I would like to request a refund.,request_refund
I would like to request a refund.,request_refund
I would like to request a refund.,request_refund
"Hello, I would like to request a refund for [product/service]. Can you please assist me with the refund process?",request_refund
"I would like to request a refund, please.",request_refund
"Hello, I would like to request a refund for the purchase I made.",request_refund
I would like to request a refund.,request_refund
"For my request of a refund, I would like...",request_refund
I would like to request a refund.,request_refund
I would like to request a refund.,request_refund
"I would like to request a refund, please.",request_refund
"I would like to request a refund, please.",request_refund
I would like to request a refund.,request_refund
I would like to request a refund for (product/service) that I recently purchased.,request_refund
I would like to request a refund.,request_refund
I would like to request a refund.,request_refund
I would like to request a refund please.,request_refund
I would like to request a refund for [product/service] that I recently purchased.,request_refund
I would like to request a refund.,request_refund
I would like to request a refund.,request_refund
"No, thank you. I would like to decline the transfer.",declined_transfer
"I'm sorry, but I'm not able to accept this transfer.",declined_transfer
"I appreciate the offer, but I am not interested in transferring at this time. Thank you for considering me for this opportunity.",declined_transfer
"I'm sorry, but I want to decline the transfer.",declined_transfer
"I am sorry, but I would like to decline the transfer.",declined_transfer
"I am sorry, but I would like to decline the transfer.",declined_transfer
"Thank you for considering transferring me, but I am going to decline the offer.",declined_transfer
"I'm sorry, but I would like to decline the transfer. Thank you for considering me though.",declined_transfer
"I'm sorry, but I would like to decline the transfer",declined_transfer
"I am sorry, but I would like to decline the transfer.",declined_transfer
"I'm sorry, but I would like to decline the transfer.",declined_transfer
"I'm really sorry, but I have to decline the transfer at this time.",declined_transfer
"I am sorry, but I would like to decline the transfer. Thank you for considering me though.",declined_transfer
"I am sorry, but I would like to decline the transfer.",declined_transfer
"I'm sorry, but I would like to decline the transfer.",declined_transfer
"I'm sorry, but I decline the transfer.",declined_transfer
"I'm sorry, but I cannot proceed with the transfer.",declined_transfer
"I'm sorry, but I would like to decline this transfer./ I'm afraid I'll have to turn down this transfer./ I regret to inform you",declined_transfer
"I'm sorry, but I need to decline the transfer.",declined_transfer
"Thank you, but I am going to decline the transfer.",declined_transfer
"I'm sorry, but I have to decline the transfer.",declined_transfer
I politely decline the transfer.,declined_transfer
"Sorry, I will have to decline the transfer.",declined_transfer
"Sorry, but I have to decline the transfer.",declined_transfer
"I'm sorry, but I would like to decline the transfer.",declined_transfer
"If I want to decline a transfer, I will say the following: ""Thank you for considering me for a transfer, but I would like to inform",declined_transfer
"I'm sorry, but I would like to decline the transfer.",declined_transfer
"I'm sorry, but I have to decline the transfer.",declined_transfer
I decline the transfer.,declined_transfer
"I'm sorry, but I have to decline the transfer.",declined_transfer
I would politely decline the transfer.,declined_transfer
"I am sorry, but I need to decline the transfer.",declined_transfer
"I'm sorry, but I would like to decline the transfer.",declined_transfer
"I am sorry, but I would like to decline the transfer.",declined_transfer
"I'm sorry, but I would like to decline the transfer.",declined_transfer
"I am sorry, but I cannot accept or proceed with the transfer.",declined_transfer
"I am sorry, but I would like to decline the transfer.",declined_transfer
"I'm sorry, but I decline the transfer.",declined_transfer
"No, thank you. I would like to decline the transfer.",declined_transfer
"I'm sorry, but I decline the transfer.",declined_transfer
"I'm sorry, but I prefer not to accept the transfer.",declined_transfer
"No, thank you. I decline the transfer.",declined_transfer
I kindly decline the transfer.,declined_transfer
I do not wish to proceed with the transfer.,declined_transfer
"Thank you for considering me for the transfer offer, but I have decided to decline it at this time.",declined_transfer
"I'm sorry, but I would like to decline the transfer.",declined_transfer
"I'm sorry, but I have to decline the transfer.",declined_transfer
"I am sorry, but I kindly decline the transfer.",declined_transfer
"Sorry, but I am unable to determine the exact context of your statement. Could you please provide more information or clarify the situation so that I can assist",declined_transfer
"I'm sorry, but I would like to decline the transfer.",declined_transfer
"""I had completed an online transaction and paid for a refund, but the amount is not showing up in my account. Can you please look into this issue",Refund_not_showing_up
I can't see the refund amount on my account/remittance/banking statement.,Refund_not_showing_up
"If I want to refund a purchase that isn't visible or not showing up in my account, either online or offline, I will typically say, """,Refund_not_showing_up
I would like to request a refund that has not shown up.,Refund_not_showing_up
I would like to request a refund because it is not showing up in my account.,Refund_not_showing_up
I would like a refund as my payment transaction is not showing up.,Refund_not_showing_up
I would like to discuss a refund that is supposed to be issued but hasn't appeared yet.,Refund_not_showing_up
"Can I get a refund, please? The purchase/item I made hasn't appeared.",Refund_not_showing_up
I would like to request a refund that is not showing up on my account.,Refund_not_showing_up
"""Excuse me, but I noticed the refund I was expecting is not showing up. Can you please advise on the status or help me with processing",Refund_not_showing_up
"I placed an order for a product, but it has not arrived at all. I would like to request a refund for the item.",Refund_not_showing_up
I would like a refund for the item that did not show up.,Refund_not_showing_up
"""If the refund is not showing up, I would like to request a refund.",Refund_not_showing_up
I would like a refund for a product/service that does not appear to be showing up as expected.,Refund_not_showing_up
"Excuse me, but I have not received my refund yet. Could you please check and provide an update on its status?",Refund_not_showing_up
I would like a refund for an item that has not been credited or displayed properly.,Refund_not_showing_up
"If I needed a refund but it has not appeared on my account, I would say:

""Hello, I would like to address a concern regarding my",Refund_not_showing_up
"You promised a refund, but I have not received it yet. Can you please assist me with this issue and process the refund as soon as possible?",Refund_not_showing_up
"I have not received the refund yet, that was said to be processed. Could you please explain why it is not showing up?",Refund_not_showing_up
I realized that the refund transaction hasn't appeared in my account.,Refund_not_showing_up
"If I want to request a refund for something that hasn't yet shown up, I would say or write: 

""Hi, I recently made a",Refund_not_showing_up
"I'm sorry, but I don't have an answer to that question as it is too vague and partially formed. Could you please provide more context or",Refund_not_showing_up
I would like to request a refund as the (product/service) I purchased is not showing up.,Refund_not_showing_up
"Excuse me, but the refund that I was expecting

has not been shown in my account / has not been credited to my account.",Refund_not_showing_up
I have noticed that my refund has not yet shown up. Could you please look into this matter?,Refund_not_showing_up
I would like a refund for an item that is not showing up.,Refund_not_showing_up
I am requesting a refund for the product that I did not receive.,Refund_not_showing_up
"I would like a refund, but I do not see the option available.",Refund_not_showing_up
"I would like to request a refund, as the amount is not showing up on my account.",Refund_not_showing_up
I have not received my refund.,Refund_not_showing_up
I would like to request a refund for [item/transaction] that does not appear in my account.,Refund_not_showing_up
I would like a refund for the item/service/people not showing up or ask for a refund since they failed to show up as expected/promised.,Refund_not_showing_up
"""To whom it may concern, I have recently made a purchase, but the refund I was supposed to receive has not shown up yet. I kindly request",Refund_not_showing_up
I haven't received my refund yet.,Refund_not_showing_up
"""I have not received the refund that was promised/excpected. Can you please look into this and ensure that I get my refund as soon as possible",Refund_not_showing_up
I would like to request a refund that does not seem to be showing up.,Refund_not_showing_up
I would like to request a refund that has not shown up yet.,Refund_not_showing_up
I would like to request a refund for a transaction that is not showing up.,Refund_not_showing_up
I would like to request a refund as I cannot see the transaction reflected in my account.,Refund_not_showing_up
"I made a purchase, but it doesn't appear on my account. Can I please get a refund for the transaction?",Refund_not_showing_up
Can I please request a refund as it hasn't been processed?,Refund_not_showing_up
"If an item or payment does not appear in my account, I would like to request a refund or clarification regarding the missing amount.",Refund_not_showing_up
"Attempt Sentence 1: Can I please get a refund as it is not showing up on my account?
Attempt Sentence 2: I have not received",Refund_not_showing_up
"I would like a refund for this item that I purchased, but it is not showing up on my account.",Refund_not_showing_up
I would like to request a refund for an item that is not showing up.,Refund_not_showing_up
I have not received a refund for this purchase.,Refund_not_showing_up
I would like to request a refund that is not showing up on my account.,Refund_not_showing_up
I've noticed that the refund has not appeared in my account. Can you please look into this and provide assistance in resolving the issue?,Refund_not_showing_up
"I'm sorry, but I'm unable to assist with completing your statement as I'm not sure what you are referring to. Can you please provide more",Refund_not_showing_up
I would like to request a refund that has not been processed or appeared.,Refund_not_showing_up
I am sorry but we do not accept card payments.,declined_card_payment
"I'm sorry, but we don't accept card payments at this time.",declined_card_payment
"I'm sorry, but we currently cannot accept card payments.",declined_card_payment
"I'm sorry, but we don't accept card payments.",declined_card_payment
"I apologize, but we do not accept card payments at this time. Is there another form of payment you would like to use instead?",declined_card_payment
"I'm sorry, but we do not accept card payments.",declined_card_payment
"I'm sorry, but we are unable to accept card payment at this time.",declined_card_payment
"I'm sorry, but we currently don't accept card payments.",declined_card_payment
"I'm sorry, but we do not accept card payments.",declined_card_payment
"I'm sorry, but we do not accept card payments.",declined_card_payment
"I'm sorry, but we do not accept card payments.",declined_card_payment
"I'm sorry, but we do not accept card payments at this time.",declined_card_payment
"I'm sorry, but we don't accept card payments.",declined_card_payment
"I'm sorry, but we don't accept card payments here.",declined_card_payment
"I'm sorry, but we do not accept card payment at this time.",declined_card_payment
"I'm sorry, but we do not accept card payments.",declined_card_payment
"I'm sorry, but we do not accept card payments.",declined_card_payment
"I'm sorry, but we currently do not accept card payments.",declined_card_payment
"I'm sorry, but we don't accept card payments.",declined_card_payment
"I'm sorry, ma'am/sir, but we are unable to accept card payments at this time.",declined_card_payment
"Sorry, but we only accept cash or other forms of payment besides card.",declined_card_payment
"I'm sorry, but we currently don't accept card payments.",declined_card_payment
"I'm sorry, we do not accept card payments.",declined_card_payment
"I'm sorry, but we do not accept card payments.",declined_card_payment
"Sorry, we do not accept card payments at this time.",declined_card_payment
"I am sorry, but I am unable to accept card payment at the moment.",declined_card_payment
"I'm sorry, but we only accept cash or check.",declined_card_payment
"I'm sorry, but I cannot accept card payments.",declined_card_payment
"I'm sorry, but we are unable to accept card payments at this time.",declined_card_payment
"There are various ways to decline a card payment. Here are a few examples of phrases you can use:

- I'm sorry, but we do not",declined_card_payment
"I apologize, but we are unable to accept card payments at this time.",declined_card_payment
"Sorry, I cannot accept card payments.",declined_card_payment
"Sorry, but we do not accept card payments.",declined_card_payment
"I'm sorry, but we are unable to accept card payment at the moment.",declined_card_payment
"Sorry, but I prefer not to accept card payments.",declined_card_payment
"I'm sorry, but we cannot accept card payment at this time.",declined_card_payment
"Sorry, but we don't accept card payments.",declined_card_payment
"Sorry, but we don't accept card payments here.",declined_card_payment
"I'm sorry, but I cannot accept card payment for this purchase.",declined_card_payment
"I'm sorry, but we do not accept or decline card payments here.",declined_card_payment
"I'm sorry, but we don't accept card payments. Cash only, please.",declined_card_payment
"Sorry, we do not accept card payments.",declined_card_payment
"I'm sorry, but we do not accept card payments here.",declined_card_payment
"I'm sorry, but we do not accept card payments.",declined_card_payment
"I'm sorry, but we do not accept card payments.",declined_card_payment
"I'm sorry, but we do not accept card payments.",declined_card_payment
I am sorry but we do not accept card payments.,declined_card_payment
"I'm sorry, but we don't accept card payment at the moment.",declined_card_payment
"I'm sorry, but I do not accept card payments at the moment.",declined_card_payment
"I'm sorry, but I am unable to accept card payments at this time.",declined_card_payment
I would like to put a transfer on hold.,pending_transfer
I need to put my transfer on hold,pending_transfer
I need to delay or postpone the transfer.,pending_transfer
If I want to cancel a transfer?,pending_transfer
I would like to initiate a pending transfer.,pending_transfer
I would like to request a pending transfer.,pending_transfer
I want to place a transfer on hold,pending_transfer
I would like to initiate a pending transfer.,pending_transfer
I would like to initiate a pending transfer.,pending_transfer
I would like to set up a pending transfer.,pending_transfer
I would like to delay or postpone the transfer.,pending_transfer
I would like to have a pending transfer.,pending_transfer
Can you please put the transfer on hold for now?,pending_transfer
"If I want to delay the transfer, I will mention that the transfer is pending or place the transfer on hold until further notice.",pending_transfer
I would like to initiate a pending transfer.,pending_transfer
I would like to initiate a pending transfer.,pending_transfer
I would like to pend the transfer.,pending_transfer
I would like to initiate a pending transfer.,pending_transfer
I want to cancel or postpone the transfer.,pending_transfer
I would like to put my transfer request on hold.,pending_transfer
I want to defer the transfer,pending_transfer
I want to prevent pending transfer.,pending_transfer
I need to put my transfer on hold.,pending_transfer
I want to initiate a pending transfer.,pending_transfer
I want to initiate a pending transfer,pending_transfer
pending transfer,pending_transfer
I would like to pause or suspend the transfer,pending_transfer
I would like to put my transfer request on hold.,pending_transfer
I would like to place a pending transfer.,pending_transfer
I would like to put a transfer on hold or delay it.,pending_transfer
I would like to request a pending transfer.,pending_transfer
I want to suspend the transfer.,pending_transfer
I want to postpone or delay the transfer.,pending_transfer
"I will say, I would like to put a transfer on hold.",pending_transfer
I would like to put this transfer on hold.,pending_transfer
I would like to put the transfer on hold.,pending_transfer
I would like to put a transfer on hold.,pending_transfer
I would like to initiate a pending transfer please.,pending_transfer
I want to put the transfer on hold.,pending_transfer
I want to defer the transfer.,pending_transfer
I would like to initiate a pending transfer.,pending_transfer
I would like to place a pending transfer.,pending_transfer
I would like to initiate a pending transfer.,pending_transfer
I would like to put the transfer on hold/defer until further notice.,pending_transfer
I want to place the transfer on hold/pending.,pending_transfer
I want to delay the transfer.,pending_transfer
I would like to request a pending transfer.,pending_transfer
I need to put the transfer on hold,pending_transfer
I would like to keep the transfer on hold/pending for now.,pending_transfer
I need to place a pending transfer.,pending_transfer
I would like to terminate or close my account.,terminate_account
"1. I want to close my account.
2. Please cancel my account.
3. I would like to terminate my account.
4. Can you",terminate_account
I would like to terminate my account.,terminate_account
I would like to terminate my account please.,terminate_account
I would like to terminate my account.,terminate_account
I would like to terminate/close my account.,terminate_account
I want to cancel/close/delete/terminate my account.,terminate_account
"If I want to terminate my account, how can I proceed?",terminate_account
I would like to terminate my account.,terminate_account
"I would like to terminate/close my account, please.",terminate_account
I would like to terminate/close my account.,terminate_account
I would like to terminate my account.,terminate_account
I would like to terminate my account.,terminate_account
'I would like to terminate/close my account.',terminate_account
"I would like to terminate/close/delete my account, please.",terminate_account
I want to terminate my account.,terminate_account
I would like to terminate my account.,terminate_account
"I would like to terminate my account, please.",terminate_account
I want to terminate my account,terminate_account
I would like to terminate/close my account.,terminate_account
I would like to cancel/terminate/close my account.,terminate_account
I would like to terminate my account please.,terminate_account
I would like to request account termination.,terminate_account
I would like to terminate my account.,terminate_account
I would like to terminate my account.,terminate_account
I would like to terminate/close/delete my account.,terminate_account
I would like to terminate my account.,terminate_account
I want to terminate or close my account.,terminate_account
I would like to terminate my account.,terminate_account
I would like to close my account.,terminate_account
I wish to terminate my account.,terminate_account
I would like to terminate my account.,terminate_account
I would like to terminate my account.,terminate_account
I would like to cancel or close my account.,terminate_account
I would like to terminate/close my account.,terminate_account
I want to terminate my account.,terminate_account
I would like to terminate/close my account please.,terminate_account
"I would like to terminate my account, please.",terminate_account
I would like to terminate/close my account.,terminate_account
I would like to terminate my account.,terminate_account
I would like to terminate/close my account.,terminate_account
“Can you assist me in terminating my account please?”,terminate_account
I want to terminate my account.,terminate_account
I would like to terminate my account and have all my data permanently deleted.,terminate_account
I would like to terminate my account.,terminate_account
I would like to terminate my account.,terminate_account
To terminate my account.,terminate_account
I would like to request the termination of my account.,terminate_account
I would like to formally request the termination/cancelation of my account.,terminate_account
I would like to request the termination of my account.,terminate_account
"Hey, could you please card swallowed for me?",card_swallowed
"I would like to have my card swallowed, please.",card_swallowed
"I would like my card to be swallowed, please.",card_swallowed
I would like this card to be swallowed.,card_swallowed
"I want my card to be swallowed, please.",card_swallowed
I want this card to be swallowed by the machine.,card_swallowed
I want my card to be swallowed.,card_swallowed
"I don't have a card, can you please assist me with swiping the card?",card_swallowed
"If I want a card swallowed, I request the card reader to retrieve and retain my card.",card_swallowed
"I would like my card to be swallowed, please.",card_swallowed
"I want my card to be swallowed, please.",card_swallowed
I need my card to be swallowed.,card_swallowed
"I want my card to be swallowed, please.",card_swallowed
I want my card to be swallowed.,card_swallowed
Could you please let me use a different payment card?,card_swallowed
Card swallowed.,card_swallowed
I would like my card to be swallowed.,card_swallowed
"I'm sorry, but I can't provide the information or assistance you're looking for.",card_swallowed
"I'm sorry, but I'm unable to assist with your request.",card_swallowed
"I would like to have my card swallowed, please.",card_swallowed
"Please, swallow my card",card_swallowed
Could you please swallow this card?,card_swallowed
I would like my card to be swallowed.,card_swallowed
I would like to swipe my card.,card_swallowed
I want my card to be swallowed.,card_swallowed
"I would like my card to be swallowed, please.",card_swallowed
I would like to have my card swallowed please.,card_swallowed
"I would like to see my card gets swallowed, please.",card_swallowed
I would like my card to be swallowed.,card_swallowed
"If you mean your credit card being accidentally swallowed by an automated payment terminal or machine, you could say something like: 
- “Excuse me,",card_swallowed
"I would like my card to be swallowed, please.",card_swallowed
"I **
hope my card gets swallowed.",card_swallowed
I would like to dishonestly obtain someone's credit card information,card_swallowed
"I would like to shout 'Card swallowed!' or say 'Pardon, it appears my card has been swallowed by the machine.'",card_swallowed
I would like my card to be swallowed.,card_swallowed
I want the card swallowed.,card_swallowed
I want my card to be swallowed.,card_swallowed
I would like my credit card to be swallowed.,card_swallowed
Why don't you take my card and keep it safe for me?,card_swallowed
I would like my card to be swallowed.,card_swallowed
I want my credit card swallowed,card_swallowed
I would like my card to be swallowedplease.,card_swallowed
I want my card to be swallowed.,card_swallowed
"I would like my card to be eaten/swallowed, please.",card_swallowed
Can you please swallow this card for me?,card_swallowed
I require my card to be swallowed into the card reader/device.,card_swallowed
I want my card to be swallowed.,card_swallowed
I want my card to be swallowed.,card_swallowed
I would like to use the card reader please.,card_swallowed
"There must have been a mistake, my card got swallowed by the machine. Can you please help me with this issue?",card_swallowed
If I wish to be charged twice for the transaction...,transaction_charged_twice
I would like to request to be charged twice for this transaction.,transaction_charged_twice
I was billed twice for a single transaction.,transaction_charged_twice
I would like this transaction to be charged twice.,transaction_charged_twice
Please charge my account another time for the transaction.,transaction_charged_twice
I would like to be charged twice for the transaction.,transaction_charged_twice
I would like to have the transaction charged twice.,transaction_charged_twice
I would like my transaction to be charged twice.,transaction_charged_twice
"In order to have the transaction charged twice, please duplicate the transaction.",transaction_charged_twice
I would like to dispute a duplicate charge on my account.,transaction_charged_twice
If I want the transaction charged twice?,transaction_charged_twice
I would like to be charged twice for this transaction.,transaction_charged_twice
Can you please charge my transaction twice?,transaction_charged_twice
I want the transaction to be charged twice.,transaction_charged_twice
I would like the transaction to be charged twice.,transaction_charged_twice
I was charged double for the transaction.,transaction_charged_twice
I would like to be charged twice for this transaction.,transaction_charged_twice
"If I want the transaction charged twice, please proceed with double billing.",transaction_charged_twice
I would like to be double-charged for this transaction.,transaction_charged_twice
I would like to request that this transaction be charged twice.,transaction_charged_twice
I would like to double charge this transaction please.,transaction_charged_twice
"I'm sorry if I'm misunderstanding, but are you asking how to request a transaction to be charged twice, meaning to process the payment two times?",transaction_charged_twice
"If I want the transaction charged twice, please process the payment two times.",transaction_charged_twice
"I would like this transaction to be charged twice, please.",transaction_charged_twice
I would like to request a charge reversal for the duplicated transaction.,transaction_charged_twice
I would like to request a monetary transaction to be charged twice.,transaction_charged_twice
I want to be charged for this transaction twice.,transaction_charged_twice
"I would like to be charged twice for the transaction, please.",transaction_charged_twice
"If I wish to have the transaction charged twice,",transaction_charged_twice
I believe I have been charged twice for a single transaction.,transaction_charged_twice
"If I want the transaction charged twice, please make debit from my account two times.",transaction_charged_twice
I want to be charged for the transaction twice.,transaction_charged_twice
If I want the transaction to be charged twice...,transaction_charged_twice
"""Can you please charge my transaction twice?",transaction_charged_twice
I want to have my transaction charged twice.,transaction_charged_twice
I want to be charged twice for this transaction.,transaction_charged_twice
I am requesting to be charged twice for this transaction.,transaction_charged_twice
"I would like this transaction to be charged twice, please.",transaction_charged_twice
I want to execute a duplicate transaction and have it charged twice.,transaction_charged_twice
I would like to make the transactioncharged twice please.,transaction_charged_twice
I would like to be charged twice for this transaction.,transaction_charged_twice
I would like the transaction to be charged twice.,transaction_charged_twice
Can you please charge my transaction twice?,transaction_charged_twice
To execute that transaction twice.,transaction_charged_twice
I was double-charged for the transaction(s).,transaction_charged_twice
"If I want to be charged for the transaction twice, I will request it.",transaction_charged_twice
I would like my transaction to be charged multiple times or I'd like to pay for this transaction twice.,transaction_charged_twice
I would like the transaction to be charged twice.,transaction_charged_twice
I would like to be charged twice for this transaction.,transaction_charged_twice
I want my transaction to be charged twice.,transaction_charged_twice
I would like to verify the source of funds.,verify_source_of_funds
Please provide proof of the source of funds.,verify_source_of_funds
Could you please provide evidence or documentation to verify the origin or source of your funds?,verify_source_of_funds
Can you provide documentation or evidence to support the origin of the funds used in this transaction or account?,verify_source_of_funds
Can you please provide evidence or documentation that proves the source of your funds?,verify_source_of_funds
I would ask for documentation or evidence indicating the origin of the funds.,verify_source_of_funds
Can you please provide documentation or evidence of the origin of your funds?,verify_source_of_funds
Can you please provide documentation or proof of the source of funds for this transaction?,verify_source_of_funds
Can you provide proof and verification of the origin of the funds?,verify_source_of_funds
Can you provide proof of the origin of your funds?,verify_source_of_funds
I would like to verify the source of funds.,verify_source_of_funds
Can you please provide documentation or information that confirms the origin of the funds being used for this transaction?,verify_source_of_funds
Can you please provide evidence of the origin of the funds you are using?,verify_source_of_funds
Can you provide me with documentation to verify the source of your funds?,verify_source_of_funds
"I would like to verify the source of funds, please.",verify_source_of_funds
Can you provide me with documentation/evidence to verify the source of your funds?,verify_source_of_funds
I would like to verify the source of funds.,verify_source_of_funds
Can you please provide documentation or information to verify the source of funds?,verify_source_of_funds
"Pardon me, but I would like to verify the source of funds.",verify_source_of_funds
Can you provide information on the origin of these funds?,verify_source_of_funds
Can you please provide me with information on the source of your funds?,verify_source_of_funds
Can you please prove the source of your funds?,verify_source_of_funds
Can you please provide evidence or documentation to confirm the origin of the funds?,verify_source_of_funds
Can you provide documentation or evidence to authenticate the source of these funds?,verify_source_of_funds
I would like to verify the source of funds.,verify_source_of_funds
Is it possible for you to verify the source of the funds?,verify_source_of_funds
I kindly request you to provide documented evidence or proof to verify the source of funds.,verify_source_of_funds
,verify_source_of_funds
Could you please provide clarification on the source of funds? Can you explain where the money comes from?,verify_source_of_funds
Can you please provide documentation or proof of the origin of funds for this transaction?,verify_source_of_funds
"To verify the source of funds, may I please request proof or documentation establishing the origin or acquisition of the funds used in this particular transaction/expense?",verify_source_of_funds
Can you provide information confirming the source of your funds?,verify_source_of_funds
Can you provide evidence or documentation that demonstrates the origin of your funds?,verify_source_of_funds
I would ask the person or entity to provide evidence or documentation proving the origin and legitimacy of their funds.,verify_source_of_funds
"To verify the source of funds, I will ask to see documentation or evidence that demonstrates the rightful origin and legitimacy of the provided funds.",verify_source_of_funds
Can you provide documentation or evidence to confirm the source of your funds?,verify_source_of_funds
Can you please provide me with documents or evidence that shows the origin or source of your funds?,verify_source_of_funds
Can you please provide details about the source of the funds?,verify_source_of_funds
Can you provide documentation or evidence that can verify the source of your funds?,verify_source_of_funds
I would like to verify the source of funds.,verify_source_of_funds
I would like to verify the source of funds.,verify_source_of_funds
Could you please provide proof of the source of funds?,verify_source_of_funds
"I would like to verify the source of funds,",verify_source_of_funds
May I kindly request information or appropriate documentation to verify the source of your funds?,verify_source_of_funds
Can you provide me with the necessary documentation to verify the source of these funds?,verify_source_of_funds
I would like to formally verify the source of your funds.,verify_source_of_funds
Can you please provide proof or documentation to verify the source of funds?,verify_source_of_funds
"When requesting proof of funds, I would like to verify the source of the funds.",verify_source_of_funds
Could you provide me with information on the source of funds?,verify_source_of_funds
Can you please provide proof/meta-how you obtained the funds?,verify_source_of_funds
I would like to transfer the timing.,transfer_timing
I need to transfer the timing.,transfer_timing
I would like to transfer timing/vary the timing.,transfer_timing
I need to rearrange the timing for (task/event/project).,transfer_timing
I want to transfer the timing.,transfer_timing
Can I change the timing?,transfer_timing
I need to pass on the timing.,transfer_timing
I need to forward/transfer the timing.,transfer_timing
I would like to transfer the timing.,transfer_timing
I want to transfer the timing.,transfer_timing
"You mean a 'time warp transfer', right?",transfer_timing
I want to transfer the timing from one event to another.,transfer_timing
I need to change or adjust the timing of this event/routine/activity.,transfer_timing
I need to transfer the timing to someone.,transfer_timing
I need to carry over the allotted time to another task.,transfer_timing
"If I want to transfer timing, I could correctly communicate that by saying: I would like to transfer the timing.",transfer_timing
I would like to transfer the timing.,transfer_timing
I would like to transfer the timing.,transfer_timing
I would need to inform the person/group receiving the timing that I would like to transfer it to them or that I would like them to take over the,transfer_timing
This task needs to be forwarded/relayed/synchronized to another schedule/timeline.,transfer_timing
I would like to transfer the timing to...,transfer_timing
I would like to denote something to the movement of time.,transfer_timing
I would like to transfer the timing.,transfer_timing
"If I want to transfer timing, I will say that I need to pass the time or transfer the time to another person or task.",transfer_timing
Can I mention the topic/type of timing mentioned presently so I will be able to provide information more related to yout query,transfer_timing
You can transfer your preferred timing to [name or activity].,transfer_timing
I want to transfer the timing.,transfer_timing
I want to transfer the timing.,transfer_timing
If I wish to transfer the timing...,transfer_timing
I want to transfer the timing.,transfer_timing
I need to transfer the timing.,transfer_timing
I need to transfer the timing.,transfer_timing
I’d like to transfer the timing.,transfer_timing
I need to transfer the timing to someone else [or a specific person].,transfer_timing
I would like to transfer the timing.,transfer_timing
"If I want to change/update the timing, I will say:",transfer_timing
I need to transfer the timing.,transfer_timing
I need to transfer the timing.,transfer_timing
I would like to change the timing,transfer_timing
I want to hand over or pass on the timing to someone else.,transfer_timing
"""If I want to transfer the timing, I will say that I want to change or adjust the timing.",transfer_timing
I would like to transfer the timing.,transfer_timing
I need to transfer the timing.,transfer_timing
I need to transfer the timing.,transfer_timing
I want to transfer timing.,transfer_timing
I would like to change the timing/transfer the timing.,transfer_timing
I would like to transfer the timing.,transfer_timing
